session,period,asset,state,horizon_ms,N,mean_signed_bps,hit_rate,threshold,disp_lo,disp_hi
20260908T074322Z_1057297f,NEW12,ETH,high,10000,362,1.0779432494515266,0.649171270718232,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,low,30000,164,0.9533813467737122,0.6036585365853658,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,mid,30000,189,0.7726426039515916,0.6031746031746031,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T074322Z_1057297f,NEW12,ETH,high,30000,215,1.1545368942750192,0.6372093023255814,0.6319911648082769,0.35698633761652926,0.6192072097031138
20260908T120838Z_3cfee030,NEW12,BTC,low,5000,385,0.4813575954339911,0.5558441558441558,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,mid,5000,409,0.4077355710248536,0.5427872860635696,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,high,5000,605,0.4980549075779842,0.5553719008264463,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,low,10000,305,0.5859389384990379,0.5540983606557377,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,mid,10000,314,0.5163513378498696,0.5414012738853503,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,high,10000,451,0.5189971985022672,0.565410199556541,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,low,30000,181,0.3102694953151755,0.5193370165745856,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,mid,30000,190,0.19377536547871585,0.5052631578947369,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,BTC,high,30000,234,0.6703823687230646,0.5555555555555556,0.5699971443053898,0.32855809745220127,0.5641357565487265
20260908T120838Z_3cfee030,NEW12,ETH,low,5000,450,0.3880565092295383,0.5688888888888889,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,mid,5000,509,0.3249545080966191,0.5383104125736738,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,high,5000,698,0.5192753241122335,0.5601719197707736,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,low,10000,350,0.4967440302008448,0.5828571428571429,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,mid,10000,395,0.512342840504993,0.5721518987341773,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,high,10000,489,0.5207937361775413,0.5419222903885481,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,low,30000,195,0.3085249412226307,0.5384615384615384,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,mid,30000,215,0.45028726412548903,0.5720930232558139,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260908T120838Z_3cfee030,NEW12,ETH,high,30000,233,0.40972297323831386,0.5536480686695279,0.6359042357151345,0.3469012727417604,0.6165111780329445
20260909T171030Z_1952d031,NEW12,BTC,low,5000,209,0.26216516450344174,0.45933014354066987,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,mid,5000,260,0.46494374325859544,0.5076923076923077,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,high,5000,350,0.6089833529215787,0.5742857142857143,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,low,10000,173,0.17192939556373787,0.47398843930635837,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,mid,10000,217,0.3757381021995453,0.5483870967741935,0.5536377785602121,0.3188323705952619,0.5757988006385003
20260909T171030Z_1952d031,NEW12,BTC,high,10000,279,0.7290037245261057,0.6200716845878136,0.5536377785602121,0.3188323705952619,0.5757988006385003
